% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=683262, Tue Nov 12 14:43:45 2019
1 6 -0.2926505893097211 -0.2926505893097211 0 0 1 1
2 12 -0.24029872451878848 -0.2402987245187885 0 0 1 1
3 18 -0.20432361298235868 -0.20432361298235868 0 0 1 1
4 24 -0.07258465601191841 -0.07258465601191841 0 0 1 1
5 30 -0.06943089725400783 -0.06943089725400783 0 0 1 1
6 36 -0.19627196526680313 -0.19627196526680313 0 0 1 1
7 42 -0.20332067805414883 -0.20332067805414883 0 0 1 1
8 48 -0.3015412009009348 -0.3015412009009348 0 0 1 1
9 54 -0.3086555649692128 -0.3086555649692128 0 0 1 1
10 60 -0.34329602504851026 -0.34329602504851026 0 0 1 1
11 66 -0.47265604661459837 -0.47265604661459837 0 0 1 1
12 72 -0.48642333842744245 -0.48642333842744245 0 0 1 1
13 78 -0.45985700852636885 -0.45985700852636885 0 0 1 1
14 84 -0.5664112610799039 -0.5664112610799039 0 0 1 1
15 90 -0.5432535819907837 -0.5432535819907837 0 0 1 1
16 96 -0.5149412105899014 -0.5149412105899014 0 0 1 1
17 102 -0.45863108427057997 -0.45863108427058 0 0 1 1
18 108 -0.4832954333411463 -0.4832954333411463 0 0 1 1
19 114 -0.28754467469586914 -0.28754467469586914 0 0 1 1
20 120 -0.4163060244300721 -0.41630602443007214 0 0 1 1
21 126 -0.33857249534842626 -0.33857249534842626 0 0 1 1
22 132 -0.3193826056316207 -0.3193826056316207 0 0 1 1
23 138 -0.3195316379536688 -0.3195316379536688 0 0 1 1
24 144 -0.2824090017614255 -0.2824090017614255 0 0 1 1
25 150 -0.4082670763403584 -0.4082670763403584 0 0 1 1
26 156 -0.49772403639227597 -0.49772403639227597 0 0 1 1
27 162 -0.5261137933164084 -0.5261137933164084 0 0 1 1
28 168 -0.5343644933490572 -0.5343644933490572 0 0 1 1
29 174 -0.5430543191804451 -0.5430543191804451 0 0 1 1
30 180 -0.4766735614261216 -0.4766735614261216 0 0 1 1
31 186 -0.5179969760841812 -0.5179969760841812 0 0 1 1
32 192 -0.6208603647061793 -0.6208603647061793 0 0 1 1
33 198 -0.4907534593835658 -0.4907534593835658 0 0 1 1
34 204 -0.2798467432600569 -0.2798467432600569 0 0 1 1
35 210 -0.306467126892803 -0.306467126892803 0 0 1 1
36 216 -0.2367759842608984 -0.23677598426089844 0 0 1 1
37 222 -0.281019621046601 -0.281019621046601 0 0 1 1
38 228 -0.39476829647673073 -0.39476829647673073 0 0 1 1
39 234 -0.34656493615174 -0.34656493615174 0 0 1 1
